ID_MOEDA;DATA_REF;vlr_cotacao
RON;2010-07-23;7,349323809
HTG;2010-10-13;3,276661754
SZL;2010-03-31;3,865048885
LSL;2010-03-05;6,415052176
CZK;2010-07-07;5,673906624
WST;2010-04-06;5,912689626
MXN;2010-09-29;3,598927557
MRO;2010-07-02;5,314460814
AFN;2010-03-18;3,462663174
ALL;2010-08-05;5,134744585
BOB;2010-03-15;5,451749086
FJD;2010-03-31;6,188400626
ZAR;2010-05-14;2,879942477
NOK;2010-10-13;7,813607216
NOK;2010-05-27;3,026174128
MZN;2010-02-05;2,835345745
XOF;2010-04-30;5,549749911
MXN;2010-11-12;6,046046317
SAR;2010-10-08;6,92652458
CVE;2010-05-28;2,911826968
PGK;2010-05-19;4,975628376
CLP;2010-04-13;5,111402094
MXN;2010-04-08;7,000495732
LSL;2010-04-14;7,838674545
SOS;2010-10-29;1,332959056
ILS;2010-03-05;1,278888643
NIO;2010-04-27;3,957208872
CZK;2010-08-26;1,27704531
GBP;2010-07-26;6,373727798
USD;2010-09-23;3,395555079
CDF;2010-08-03;1,575618148
AFN;2010-10-06;6,05616045
TRY;2010-07-06;2,296500385
GBP;2010-08-23;1,722548246
AWG;2010-08-17;3,272708893
MZN;2010-05-24;5,766659498
SLL;2010-08-31;1,891463995
ZAR;2010-08-17;4,811302185
PHP;2010-07-06;3,744177878
SBD;2010-03-11;2,344545543
CVE;2010-02-24;4,375214517
SSP;2010-04-19;1,990457416
UYU;2010-10-08;3,525840938
MUR;2010-11-17;1,60139519
NIO;2010-08-16;7,037012756
PEN;2010-03-18;3,694141686
ANG;2010-03-30;5,837947011
MRU;2010-06-14;4,578871131
BYN;2010-06-23;3,064673841
DZD;2010-10-27;2,481112421
CZK;2010-04-16;4,761004388
SLL;2010-11-22;7,873148382
MRU;2010-11-30;2,1484496
TTD;2010-10-18;1,473565578
COP;2010-11-19;1,31880486
GBP;2010-08-02;5,819265425
SZL;2010-07-07;6,560690522
GBP;2010-08-03;4,526995778
DZD;2010-05-25;7,917010784
PGK;2010-05-27;1,549821496
ALL;2010-03-11;5,952899575
AFN;2010-04-09;1,518326283
MGA;2010-08-17;2,344698668
UYU;2010-10-14;6,850277841
CLP;2010-10-04;5,250716031
COP;2010-07-05;1,907292545
CRC;2010-05-18;7,020282984
SOS;2010-04-19;7,785362661
TRY;2010-06-03;5,023621798
PEN;2010-08-18;6,729219079
ZWL;2010-09-07;1,677960277
TTD;2010-08-20;7,662369192
CVE;2010-03-09;1,937524796
GBP;2010-09-28;4,614544511
ZWL;2010-07-27;5,413951159
ZAR;2010-08-27;4,204482555
EUR;2010-11-02;5,966383278
ZWL;2010-02-15;5,654789448
XOF;2010-05-06;4,731728852
SBD;2010-04-13;3,978867412
TRY;2010-03-24;6,154161274
GIP;2010-03-18;4,672174335
SLL;2010-02-19;1,710702598
PEN;2010-07-05;6,048175454
CUP;2010-11-01;6,409645677
KES;2010-08-24;2,13079983
USD;2010-07-19;3,786705554
XAU;2010-06-25;4,1381163
SSP;2010-11-02;7,272577226
KMF;2010-05-28;3,770451427
SGD;2010-02-02;2,088478267
ISK;2010-04-12;3,21391958
GEL;2010-09-14;4,796936452
RON;2010-05-26;1,426260173
GIP;2010-07-28;4,787012577
MGB;2010-04-27;1,440157354
XOF;2010-01-18;7,017549694
VES;2010-05-27;3,777235627
ARS;2010-03-09;2,785839438
ANG;2010-07-05;7,84735173
WST;2010-03-24;3,95868504
EGP;2010-10-21;5,193930268
NIO;2010-03-24;3,601436377
NOK;2010-11-25;3,171645582
COP;2010-04-09;4,210766912
ALL;2010-08-06;4,715201855
KMF;2010-04-06;3,097553015
ISK;2010-10-15;2,492403567
PHP;2010-04-09;7,208016336
PEN;2010-01-08;5,690748215
SAR;2010-04-14;3,639185905
WST;2010-07-12;4,922948599
MGA;2010-03-10;4,679040313
BYN;2010-06-17;1,515925109
TTD;2010-07-23;6,672478378
ILS;2010-04-06;1,076616824
CVE;2010-09-14;2,580600679
XDR;2010-04-01;7,816550791
BOB;2010-10-14;4,347482741
BYN;2010-05-07;1,381826997
ISK;2010-05-13;7,506039262
FJD;2010-11-12;1,092253447
SSP;2010-07-19;6,816440284
ANG;2010-03-24;4,20619905
UYU;2010-03-17;3,512954712
CLP;2010-04-27;1,031399667
UGX;2010-05-13;7,803709209
MMK;2010-10-04;1,487572908
MUR;2010-10-12;7,987805545
THB;2010-11-25;7,467053056
COP;2010-10-29;3,352921426
PGK;2010-03-18;1,660794497
ISK;2010-05-19;5,149418235
LBP;2010-05-06;2,477913916
MGB;2010-06-18;2,589004576
MRO;2010-08-11;4,662795365
PHP;2010-11-17;4,488854468
TRY;2010-03-12;5,603264153
MUR;2010-02-09;4,216957808
ISK;2010-05-12;2,503171504
MXN;2010-04-13;1,873262644
PHP;2010-02-18;5,241621196
VUV;2010-04-29;7,689528525
SAR;2010-01-25;5,043721139
CLP;2010-01-12;3,621293306
THB;2010-08-13;3,750184774
SZL;2010-03-29;2,476668477
RON;2010-08-03;3,558044195
SLL;2010-07-28;6,634125948
ILS;2010-05-12;2,71181196
SBD;2010-09-02;2,750794411
TTD;2010-03-08;4,334231853
CAD;2010-07-09;7,790722013
LBP;2010-05-18;1,885553896
WST;2010-07-27;7,188559949
MZN;2010-03-19;1,121310353
EUR;2010-05-12;7,823857367
DJF;2010-03-17;6,486946344
WST;2010-06-14;3,97282505
BOB;2010-01-26;7,731036067
MUR;2010-11-10;6,478559971
EGP;2010-03-30;2,776841819
CDF;2010-05-27;5,119497657
PGK;2010-11-03;1,847302437
SGD;2010-06-14;1,856355965
MRO;2010-03-25;6,574315667
CAD;2010-10-14;5,541043937
MGA;2010-11-23;3,708841205
SLL;2010-02-01;4,940850794
SLL;2010-05-26;3,840105474
SSP;2010-05-28;1,747143686
CVE;2010-04-01;6,436594307
MGA;2010-07-22;6,325473189
CVE;2010-02-12;4,96028465
CDF;2010-11-12;6,810505569
XAF;2010-07-14;3,130677521
MXN;2010-01-19;4,369369507
MGB;2010-09-13;6,863309264
SOS;2010-01-18;7,806867242
VES;2010-06-29;1,686473906
EUR;2010-01-20;4,516271651
BOB;2010-11-16;1,822420359
UYU;2010-01-18;7,958149076
DJF;2010-10-19;5,356927991
NIO;2010-02-18;4,814191103
CUP;2010-01-05;2,09623003
MMK;2010-08-02;3,607096136
JPY;2010-04-29;6,437881887
RON;2010-10-01;5,366195142
MUR;2010-11-11;2,966531575
CVE;2010-07-15;1,00184083
COP;2010-07-26;6,693111777
TTD;2010-07-15;6,035585463
NIO;2010-01-19;3,602014661
USD;2010-02-15;4,464452207
GEL;2010-06-25;4,887711644
RON;2010-01-29;5,071855545
HTG;2010-04-28;1,202118278
MXN;2010-06-17;2,295635879
TTD;2010-08-04;5,033338726
CZK;2010-06-02;2,989801884
XAU;2010-11-25;7,164665461
KES;2010-12-01;4,392529249
MUR;2010-06-29;1,635365009
DJF;2010-08-11;2,053451598
JPY;2010-10-29;3,239915252
KES;2010-03-04;6,753967643
MGB;2010-07-09;1,345810652
PGK;2010-03-19;1,992826045
PHP;2010-08-16;5,507196784
MGB;2010-11-25;1,446001947
TTD;2010-05-12;3,14310354
WST;2010-03-05;3,150280774
DZD;2010-09-10;2,577385068
MRO;2010-08-26;2,795386553
MRO;2010-09-28;6,130940616
XDR;2010-02-18;7,997149885
IRR;2010-05-20;1,493319035
MRU;2010-05-10;4,747640431
MUR;2010-08-05;3,05990237
ISK;2010-09-30;6,1079849
GBP;2010-03-30;2,561269045
HTG;2010-04-26;6,892077446
JPY;2010-02-18;6,569806635
MXN;2010-04-05;3,321500897
RON;2010-07-30;2,802962661
CVE;2010-09-13;6,252589345
NOK;2010-06-14;3,1039446
MMK;2010-09-29;2,177721798
CAD;2010-02-03;4,05141747
ISK;2010-07-13;3,0330351
FJD;2010-11-18;5,228958607
MGB;2010-11-19;3,426038921
MGB;2010-06-02;4,578651249
DZD;2010-04-09;3,39876318
EGP;2010-07-19;5,637022853
SSP;2010-07-27;6,504266083
WST;2010-08-02;2,687744319
CLP;2010-09-15;2,188009501
CVE;2010-11-29;3,018623888
XPF;2010-04-26;3,483816862
MGB;2010-08-20;3,937200904
USD;2010-03-18;2,49783051
DJF;2010-05-13;2,480991423
SLL;2010-10-27;5,77993542
CLP;2010-01-27;2,997666299
BYN;2010-01-27;6,369094014
VUV;2010-01-07;5,281723082
SZL;2010-08-26;3,893902183
LBP;2010-10-26;4,256623268
XAU;2010-01-21;3,478134155
SLL;2010-05-24;6,01671654
CDF;2010-09-16;6,331948638
CAD;2010-11-16;4,227327704
NOK;2010-06-29;3,484531164
KES;2010-04-01;7,018000722
CAD;2010-11-29;3,244769752
IRR;2010-03-26;3,707533181
TTD;2010-04-12;1,299887955
CUP;2010-08-12;7,489577353
EUR;2010-04-13;1,010854721
RON;2010-10-08;3,580548048
MMK;2010-10-15;7,697672904
SLL;2010-10-11;3,044080079
JPY;2010-11-05;2,477193773
GIP;2010-10-12;2,059025407
PHP;2010-06-14;6,080219328
UGX;2010-06-02;1,304040253
NOK;2010-04-07;4,20079881
TRY;2010-03-05;7,556523561
UYU;2010-10-06;4,32104522
XAF;2010-04-12;3,089963555
SBD;2010-07-16;1,487343431
CUP;2010-04-08;3,529689491
MXN;2010-04-29;1,075412273
ILS;2010-05-05;7,369121909
NOK;2010-03-23;4,748199105
SGD;2010-01-04;2,436116815
ANG;2010-03-01;1,846676171
JPY;2010-03-05;1,163938999
AFN;2010-01-25;3,332414031
MXN;2010-07-27;7,87547487
MRO;2010-09-07;4,377722502
MGB;2010-09-21;2,099120617
SSP;2010-03-17;5,707633197
GBP;2010-10-26;4,602122664
CAD;2010-05-24;5,192400694
PEN;2010-03-09;4,894215465
SLL;2010-04-02;7,363841832
XAU;2010-06-22;5,459212542
ARS;2010-06-17;5,424007297
PEN;2010-06-25;7,711485386
PGK;2010-08-26;3,608257711
JPY;2010-09-24;2,493977368
AFN;2010-09-01;1,845694005
IRR;2010-07-14;2,349857748
IRR;2010-01-25;3,65378195
NIO;2010-10-21;7,777263343
WST;2010-09-21;3,950678766
PGK;2010-02-25;3,228495181
PEN;2010-10-07;7,17545259
PHP;2010-10-06;5,333100259
WST;2010-11-11;7,425445795
NIO;2010-10-13;2,561200202
MZN;2010-11-22;7,570236325
ANG;2010-02-18;6,049649119
JPY;2010-09-14;1,252436936
GIP;2010-03-03;6,748162687
WST;2010-03-29;6,038711369
PGK;2010-06-25;3,577137172
COP;2010-08-27;2,716742396
MRU;2010-07-29;4,163452327
MMK;2010-09-13;7,683950961
AWG;2010-10-04;1,433692336
SBD;2010-08-05;1,704033136
FJD;2010-01-14;3,526851892
TTD;2010-03-09;7,998148739
DZD;2010-02-12;6,094268799
ILS;2010-06-02;5,208533406
CDF;2010-04-12;5,69333297
ANG;2010-04-22;2,814925134
COP;2010-10-05;6,224868834
MXN;2010-07-07;6,472553074
CZK;2010-10-06;4,449121833
GIP;2010-07-13;5,467858851
VES;2010-09-21;1,994469941
WST;2010-10-19;1,189108551
XDR;2010-02-11;2,054203868
CAD;2010-10-06;6,287947714
MRO;2010-10-27;5,892538548
SAR;2010-10-13;7,268799186
KMF;2010-03-22;6,57029897
ILS;2010-01-27;5,36557889
XPF;2010-04-19;5,044038236
LBP;2010-09-15;1,913761318
GBP;2010-09-03;5,812372744
TTD;2010-07-19;2,37613672
XAU;2010-08-10;3,616836011
ZAR;2010-10-21;6,071004331
SSP;2010-09-09;7,750609696
TRY;2010-10-28;5,24606806
CZK;2010-09-10;6,412046432
ISK;2010-07-09;5,571383417
SOS;2010-10-13;7,430970788
GEL;2010-06-24;5,174938262
SGD;2010-04-20;5,735836864
MRO;2010-05-04;5,998573184
SOS;2010-07-13;3,726042032
XPF;2010-04-12;5,184275508
ANG;2010-07-07;2,397121012
GIP;2010-03-09;6,554628551
PEN;2010-09-03;5,077984691
XPF;2010-09-28;1,884955585
USD;2010-05-11;3,852393389
GBP;2010-05-31;5,584721088
MRO;2010-01-04;5,269044638
SLL;2010-04-19;1,842611074
ILS;2010-10-21;4,017504394
SZL;2010-02-01;6,751836419
CRC;2010-08-26;6,43437171
THB;2010-07-20;4,664560676
SBD;2010-07-23;2,348484218
HTG;2010-03-29;1,253488779
OMR;2010-01-19;4,708167315
AWG;2010-07-05;3,905368149
HTG;2010-12-01;6,269172251
PHP;2010-08-31;7,746275485
DJF;2010-02-05;3,072864532
SOS;2010-10-19;3,854028106
EGP;2010-07-05;3,779729843
THB;2010-04-08;2,707573712
MGA;2010-10-18;1,779016495
XAU;2010-01-29;3,346261144
XDR;2010-02-26;2,355334342
CLP;2010-07-29;6,932132602
KES;2010-05-20;6,299925625
EGP;2010-04-30;6,765142798
UGX;2010-11-04;7,827466011
SGD;2010-01-06;1,852622986
MUR;2010-03-16;7,939117014
VUV;2010-01-14;3,598591685
ANG;2010-05-25;6,204060197
XAF;2010-08-27;2,210028946
SSP;2010-09-13;7,116530597
ARS;2010-11-05;2,759186208
VES;2010-06-21;7,320759237
COP;2010-06-14;5,010580778
GBP;2010-09-07;7,551792562
NIO;2010-01-08;1,307397306
DJF;2010-06-09;1,645605564
RON;2010-03-18;3,661900878
GIP;2010-10-01;2,551401079
BYN;2010-07-28;1,321919918
WST;2010-01-12;1,422955692
XAF;2010-08-02;3,322632432
LSL;2010-05-21;7,639529884
BYN;2010-09-22;6,671992302
BYN;2010-09-24;5,674476981
SOS;2010-09-09;6,949721456
COP;2010-06-17;7,67549032
MUR;2010-11-24;6,030085921
KES;2010-02-25;5,533975184
MRO;2010-01-12;2,186116099
NIO;2010-09-21;2,941309035
SAR;2010-10-01;2,932034373
PGK;2010-11-22;6,47553879
CAD;2010-07-30;1,27635771
CVE;2010-09-22;6,619674265
VES;2010-07-08;3,265958071
CLP;2010-10-15;6,518261313
LBP;2010-11-11;5,696340799
MRO;2010-09-23;5,334197998
VUV;2010-05-14;5,771337509
EUR;2010-08-02;3,955415189
SLL;2010-07-12;6,720211029
OMR;2010-09-03;6,193236768
PGK;2010-08-27;2,742416382
CVE;2010-02-09;2,19055295
MGA;2010-11-15;7,407377958
SSP;2010-10-25;2,682256043
XAU;2010-11-03;7,026925325
SLL;2010-08-20;7,956974566
COP;2010-10-06;7,179326177
GIP;2010-11-24;7,438304484
GBP;2010-05-27;6,500425458
MUR;2010-10-05;7,303517938
EUR;2010-05-18;1,99888593
SGD;2010-06-17;7,112204313
CDF;2010-09-13;5,049438894
MXN;2010-02-19;5,347599924
CZK;2010-03-10;7,584621668
DZD;2010-05-27;5,251713634
XPF;2010-04-09;2,964348614
MGA;2010-05-20;4,106202185
ANG;2010-06-29;2,188095033
DJF;2010-09-23;3,12716651
AFN;2010-03-11;1,549674213
USD;2010-02-25;3,921679437
LBP;2010-06-14;4,750159264
CLP;2010-04-01;2,439388335
GBP;2010-05-18;7,453839719
DJF;2010-11-04;2,109128356
THB;2010-10-21;7,634560645
PGK;2010-02-03;6,843497813
ALL;2010-06-21;3,72681725
CZK;2010-07-19;3,155040562
VES;2010-10-13;7,809322655
ZWL;2010-03-08;7,164831102
PHP;2010-05-31;3,89858979
COP;2010-04-15;4,273373485
AFN;2010-10-07;7,227870762
XAU;2010-10-05;1,693163812
SSP;2010-07-02;7,024403572
MUR;2010-07-27;5,965485811
SAR;2010-01-21;4,692877829
USD;2010-04-01;2,363162041
CDF;2010-03-10;3,612043262
XOF;2010-10-14;5,038271666
UGX;2010-01-12;1,715408564
EUR;2010-05-24;2,464285433
LSL;2010-07-15;3,629416823
RON;2010-01-01;5,34453702
XPF;2010-10-18;7,332849801
MRU;2010-10-22;1,398600578
MRU;2010-07-21;1,093099177
LBP;2010-03-23;3,18045336
MGA;2010-11-04;2,363608897
PHP;2010-07-08;1,317921579
SZL;2010-04-15;2,756971538
CVE;2010-09-23;5,861609101
IRR;2010-03-04;3,126445115
BYN;2010-02-16;1,019755125
MMK;2010-10-26;1,399727106
KES;2010-02-01;3,394412696
XAU;2010-04-12;1,006233037
XPF;2010-11-24;5,424084902
SBD;2010-04-23;4,821613669
ZAR;2010-11-16;1,422173798
COP;2010-07-22;3,388472557
GBP;2010-02-12;1,35225606
ALL;2010-04-28;5,836185455
MRO;2010-06-03;1,721318245
EUR;2010-09-21;3,564666927
SAR;2010-03-22;4,572365224
KES;2010-07-02;4,993993282
EUR;2010-06-28;3,483387113
MMK;2010-10-13;5,388233364
EUR;2010-04-01;7,525740147
LBP;2010-06-01;5,57155031
KMF;2010-01-15;5,531437576
UGX;2010-03-02;1,216267049
IRR;2010-05-11;1,883686364
CVE;2010-05-04;6,089492321
SOS;2010-01-21;6,874608338
MXN;2010-07-15;6,362980306
MGB;2010-04-15;4,267308176
EGP;2010-01-11;3,325495899
ALL;2010-05-12;5,030560374
ISK;2010-01-28;6,664490879
CVE;2010-03-04;3,008396685
XAF;2010-02-12;5,10888201
MRU;2010-02-24;2,506297827
PHP;2010-11-01;4,902710736
XAU;2010-01-20;5,988018453
CRC;2010-11-24;3,675029516
SSP;2010-09-21;4,161705792
CUP;2010-09-03;1,527498305
MGA;2010-03-18;7,462367535
THB;2010-02-01;2,379562199
GEL;2010-06-28;5,759218156
MRU;2010-07-13;1,570978105
CLP;2010-10-13;3,976683617
VES;2010-09-22;7,35221231
LBP;2010-05-27;6,160733938
MMK;2010-09-06;7,683941364
UGX;2010-03-12;3,91479677
MXN;2010-01-04;6,506791174
XDR;2010-05-28;5,477531552
GBP;2010-10-21;4,194452703
CAD;2010-01-20;2,881630182
GBP;2010-10-11;3,49255079
MXN;2010-11-23;2,272697687
GBP;2010-11-02;4,275245607
XOF;2010-09-10;3,631366968
SGD;2010-05-06;4,121051908
SOS;2010-06-04;3,629020035
XDR;2010-05-05;7,63224417
CDF;2010-03-30;5,258471966
GBP;2010-01-05;7,268054008
ANG;2010-09-02;4,669048429
KES;2010-09-08;2,211092472
CZK;2010-02-23;6,613220513
GIP;2010-10-07;6,157953918
UGX;2010-04-26;1,286040425
OMR;2010-04-07;7,307208776
TRY;2010-07-13;5,733903408
BYN;2010-02-15;1,166120708
CUP;2010-08-18;7,242517292
SLL;2010-11-15;3,771659732
THB;2010-01-25;7,076716185
CAD;2010-03-24;1,768767178
VUV;2010-06-22;6,633899391
MGB;2010-06-25;3,210438609
SSP;2010-03-31;1,236533701
LBP;2010-10-04;1,874879837
XAU;2010-09-29;2,986189067
SLL;2010-09-23;2,272515357
GIP;2010-04-07;3,699370861
JPY;2010-01-21;1,083911717
USD;2010-09-01;4,291136324
ANG;2010-03-10;6,583048344
CAD;2010-06-15;6,67703414
JPY;2010-06-28;6,803902447
GIP;2010-07-14;5,63932097
UYU;2010-01-20;7,137827396
THB;2010-04-16;7,730134428
DJF;2010-04-28;2,732850909
AFN;2010-06-24;4,425608277
ZAR;2010-03-01;6,668344438
AFN;2010-03-10;3,510375381
OMR;2010-08-25;5,287124157
UGX;2010-09-13;7,493340373
EGP;2010-09-09;3,974093437
AWG;2010-08-03;2,538625836
ILS;2010-11-24;6,650271595
PHP;2010-02-12;6,384923398
EUR;2010-11-23;4,385845184
PHP;2010-07-20;4,639696538
CVE;2010-02-11;5,000214219
MGA;2010-11-16;1,996728003
BOB;2010-01-19;3,035863936
WST;2010-05-25;7,8456949
PHP;2010-06-11;4,006826162
OMR;2010-09-20;3,182700992
MRO;2010-02-16;7,503241718
DZD;2010-11-04;1,672812045
USD;2010-11-22;3,843680322
COP;2010-03-26;6,737192392
TRY;2010-05-18;3,896327972
SOS;2010-03-16;7,59703058
NOK;2010-07-15;3,098278999
MRU;2010-07-20;3,510182619
BOB;2010-01-29;7,228446543
SBD;2010-05-28;2,136620224
DJF;2010-01-25;6,036013544
ISK;2010-10-01;2,130869091
SBD;2010-04-28;3,61146456
VES;2010-08-17;1,523419857
SSP;2010-06-22;4,689099789
BYN;2010-11-05;1,528069496
KMF;2010-04-13;1,532032788
CRC;2010-01-18;4,886349797
PEN;2010-08-13;6,233356178
XPF;2010-05-06;1,274450541
XAF;2010-03-16;4,900181472
XOF;2010-10-01;2,238785446
MGB;2010-05-06;1,465750813
DZD;2010-07-21;4,939523995
IRR;2010-03-05;7,005114913
TRY;2010-08-11;2,427195132
SLL;2010-03-26;5,172186613
CVE;2010-05-11;7,899716914
ANG;2010-07-02;2,223486781
DJF;2010-03-18;5,103237689
GEL;2010-12-01;3,109297693
AFN;2010-10-12;5,38648057
OMR;2010-10-26;7,273463011
CUP;2010-09-20;7,322514534
COP;2010-01-11;4,11760056
CVE;2010-11-30;1,892299294
FJD;2010-03-03;3,748963952
GIP;2010-06-18;6,690088511
ISK;2010-04-20;1,537668765
EGP;2010-10-01;1,500185013
PHP;2010-06-02;3,020372927
MGB;2010-01-26;1,612853646
GIP;2010-02-16;1,416900396
LSL;2010-06-09;6,632121563
KMF;2010-06-22;7,317933738
KES;2010-04-29;7,677369952
MMK;2010-05-04;7,137937963
XOF;2010-02-10;2,923490286
EGP;2010-09-27;6,502647638
PEN;2010-12-01;3,09333688
JPY;2010-05-28;4,033669233
XPF;2010-07-05;7,920798421
WST;2010-09-13;3,860700905
RON;2010-09-06;3,217405558
THB;2010-02-16;3,007150412
XDR;2010-10-15;2,822358966
CDF;2010-09-30;1,462792635
ZAR;2010-04-08;3,216014087
PEN;2010-02-19;1,130532861
MRO;2010-08-16;1,946738958
SSP;2010-04-16;2,673160374
KMF;2010-04-14;4,477316737
HTG;2010-02-22;2,190035999
ARS;2010-05-07;7,905638278
GIP;2010-04-08;5,992575467
SOS;2010-11-29;2,291632116
KMF;2010-03-05;1,828739762
SLL;2010-09-29;4,605808079
ISK;2010-10-28;2,309975743
LBP;2010-01-06;4,960665166
ISK;2010-03-02;1,306209445
MMK;2010-01-06;1,171778381
ILS;2010-05-07;3,077305555
PHP;2010-02-25;7,05685091
PEN;2010-06-02;6,043657243
MGB;2010-10-04;7,936401665
CAD;2010-02-15;4,972937226
NIO;2010-05-24;6,434230268
EUR;2010-08-18;7,262618721
SBD;2010-09-29;5,037617862
PHP;2010-09-01;2,543328881
NIO;2010-07-28;5,334714532
COP;2010-05-06;1,882528126
CDF;2010-10-27;4,908407629
PGK;2010-09-13;4,752207458
ZWL;2010-06-03;7,795868993
SZL;2010-11-08;3,834950566
COP;2010-04-12;6,286146104
ILS;2010-09-24;4,476364613
GIP;2010-08-27;3,304861665
CLP;2010-01-19;4,860309899
FJD;2010-03-22;2,396986663
BOB;2010-04-19;1,934984267
XPF;2010-10-25;6,951410413
MZN;2010-01-18;3,3917979
MMK;2010-09-17;3,039513886
AFN;2010-03-17;2,448741853
DZD;2010-08-26;6,61836499
GBP;2010-05-03;2,990848303
BOB;2010-05-24;7,859819055
SSP;2010-02-22;5,696693778
CZK;2010-02-10;4,267394543
BYN;2010-11-03;1,398970246
ANG;2010-04-26;6,279598057
KMF;2010-03-26;7,162804186
UGX;2010-02-04;5,548514903
XAU;2010-04-22;6,638474762
FJD;2010-10-29;3,480151057
KMF;2010-04-29;4,326367438
XDR;2010-04-19;6,785404027
BYN;2010-11-11;3,527128935
SZL;2010-03-11;1,62677753
TRY;2010-09-21;5,338157535
MRO;2010-11-04;3,364055276
ISK;2010-03-16;5,219070196
UGX;2010-02-16;4,915032446
VES;2010-08-31;7,897051215
MGA;2010-02-08;1,43522191
ARS;2010-11-09;5,784783661
GIP;2010-07-02;3,304898381
CDF;2010-11-26;2,086075842
SAR;2010-07-23;6,778059483
SZL;2010-09-09;1,951008081
ISK;2010-06-17;5,625663698
SSP;2010-10-20;1,164685845
NOK;2010-06-22;3,463808477
UYU;2010-11-17;7,998418272
EGP;2010-09-02;4,683394134
GBP;2010-05-17;5,732180238
KES;2010-02-23;3,027922332
MUR;2010-05-31;5,310160816
PGK;2010-01-01;1,896541715
BYN;2010-06-24;2,602660179
CAD;2010-10-25;2,214244246
JPY;2010-10-14;5,566203058
PHP;2010-09-08;3,6707775
SOS;2010-05-06;3,391862154
MGA;2010-08-24;1,580131352
SAR;2010-02-12;5,775232375
CLP;2010-04-05;5,858018816
XPF;2010-01-11;2,331890881
CAD;2010-03-18;6,126041472
GEL;2010-08-16;4,571150661
MXN;2010-10-15;4,886178315
CRC;2010-03-04;7,423969209
MRU;2010-09-29;3,211479604
USD;2010-06-21;6,462385952
XAF;2010-01-20;5,943933249
TTD;2010-05-31;2,658170462
DJF;2010-03-15;7,719867587
GEL;2010-03-15;7,974230051
VUV;2010-08-26;7,54790771
XAF;2010-10-25;7,965821147
ZWL;2010-08-06;2,186350584
HTG;2010-08-18;1,71986711
NOK;2010-08-09;6,186448395
UYU;2010-08-24;1,54889524
COP;2010-01-08;2,442058623
UGX;2010-11-30;1,764741302
ILS;2010-04-14;2,388051212
PGK;2010-04-15;2,41649437
XAF;2010-08-05;2,653049767
BOB;2010-11-04;4,095873594
UYU;2010-09-20;5,402553618
KMF;2010-01-25;7,094713509
COP;2010-05-28;7,732201397
NOK;2010-03-24;2,824728429
SLL;2010-10-15;1,607433379
CVE;2010-06-29;2,865162849
SAR;2010-03-18;7,990873873
JPY;2010-03-24;2,056215346
CZK;2010-06-04;7,897067904
BYN;2010-08-09;1,26977253
LSL;2010-03-11;1,856124401
TTD;2010-03-30;1,216677189
CUP;2010-09-30;3,526516438
CAD;2010-04-13;1,299656808
GEL;2010-04-19;6,802325308
XPF;2010-09-21;6,639243722
SOS;2010-09-28;2,794355571
CZK;2010-11-04;6,489461839
SLL;2010-05-06;2,805443108
GEL;2010-03-03;5,329226255
CLP;2010-08-24;7,911231279
GIP;2010-01-29;7,775545597
CAD;2010-11-25;2,305114567
UYU;2010-02-18;3,77763325
ALL;2010-04-07;6,383428872
BYN;2010-05-17;2,514075041
UGX;2010-04-21;6,856631458
TRY;2010-08-19;1,600262821
MZN;2010-11-01;2,644220293
XOF;2010-08-16;4,119581997
MRU;2010-02-26;7,233519673
GIP;2010-08-03;7,312065363
ARS;2010-04-29;5,257945001
ALL;2010-01-27;7,954685628
VES;2010-07-05;3,320044339
MGA;2010-10-22;4,685867071
CLP;2010-05-17;2,477693617
LBP;2010-04-16;3,437496126
XDR;2010-07-15;1,254955769
LBP;2010-11-19;7,605916381
ZAR;2010-02-09;6,624492466
SZL;2010-08-17;6,121424377
NOK;2010-09-22;6,099784195
USD;2010-05-19;5,194425941
CVE;2010-02-23;5,74325192
SZL;2010-07-27;3,308035135
MGB;2010-02-25;7,407431364
DZD;2010-04-27;7,343050718
TTD;2010-03-22;4,702598929
SAR;2010-09-23;1,928354025
ARS;2010-05-04;1,252576709
CLP;2010-08-02;5,741081476
XDR;2010-07-23;5,616990685
PEN;2010-01-06;1,303981423
AFN;2010-11-19;1,524481297
SSP;2010-10-18;4,889166117
ISK;2010-06-23;5,196663558
ZWL;2010-07-21;1,908689022
EGP;2010-01-01;4,984383166
TTD;2010-11-16;6,484697878
CLP;2010-08-17;7,950122774
LBP;2010-09-02;2,402996898
ZAR;2010-01-13;2,258586049
JPY;2010-02-26;3,511314571
GEL;2010-11-26;2,19011569
USD;2010-10-29;3,639903963
FJD;2010-11-15;1,254601538
PGK;2010-06-28;7,636315107
MRU;2010-11-25;5,541322231
VES;2010-07-12;2,264797807
SAR;2010-11-16;3,894846797
CAD;2010-08-24;5,482324719
XAF;2010-04-05;6,007335484
KMF;2010-06-11;7,448914289
EUR;2010-04-23;3,140546322
IRR;2010-04-28;2,163608074
MXN;2010-11-18;5,050878346
GEL;2010-08-24;4,464131355
MUR;2010-10-22;7,695666015
XDR;2010-01-19;4,332877934
SBD;2010-09-01;3,976884305
WST;2010-02-23;6,863086045
SGD;2010-11-09;7,740586936
TRY;2010-06-11;5,812904716
CZK;2010-06-30;4,687445879
EGP;2010-01-20;7,073370814
SGD;2010-01-01;6,515085757
IRR;2010-05-12;1,101555228
SZL;2010-02-03;2,412849426
